"Scenario","Region","Variable","Type","Year","Value"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2033","44455.420000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2034","50585.961000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2035","61789.784000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2036","69800.116000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2037","75564.077000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2038","79349.511000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2039","82928.654000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2040","86850.334000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2041","90443.846000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2042","93882.030000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2043","93946.449000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2044","94002.295000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2045","94054.266000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2046","94054.266000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2047","94054.266000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2048","94054.266000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2049","94054.266000"
"Canada Net-zero","Alberta","Wind","Primary Fuel","2050","94054.266000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2005","3810.735000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2006","3810.735000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2007","3810.735000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2008","3810.735000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2009","3810.735000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2010","3810.735000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2011","4110.999000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2012","4034.091000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2013","3821.901000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2014","5856.074000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2015","3658.621000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2016","4486.414000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2017","1858.063000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2018","3319.555000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2019","3275.151000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2020","4084.932000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2021","4202.526000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2022","3641.706000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2023","3898.465000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2024","3423.399000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2025","3457.309000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2026","3792.633000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2027","3409.039000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2028","5959.829000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2029","5935.529000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2030","4799.693000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2031","3672.064000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2032","3306.021000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2033","3150.936000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2034","3254.015000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2035","2889.322000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2036","2831.777000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2037","2962.379000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2038","3033.117000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2039","3161.341000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2040","3138.202000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2041","3379.555000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2042","3402.345000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2043","3534.377000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2044","4354.790000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2045","4282.031000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2046","4771.010000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2047","5979.030000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2048","6325.283000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2049","6575.946000"
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel","2050","8203.927000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2005","54151.855000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2006","54151.855000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2007","54151.855000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2008","54151.855000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2009","54151.855000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2010","54151.855000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2011","61037.382000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2012","65140.911000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2013","59223.454000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2014","57572.873000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2015","64998.770000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2016","61840.436000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2017","66503.413000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2018","61791.127000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2019","56108.040000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2020","63237.053000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2021","64371.047000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2022","63232.129000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2023","48827.161000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2024","57554.359000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2025","61675.489000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2026","61625.184000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2027","62326.491000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2028","63708.295000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2029","64252.937000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2030","64379.031000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2031","63570.008000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2032","64900.114000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2033","67242.792000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2034","69419.322000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2035","70209.075000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2036","69878.863000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2037","70214.147000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2038","70098.399000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2039","70148.996000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2040","70005.922000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2041","70109.341000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2042","70109.341000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2043","70109.341000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2044","70072.668000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2045","70109.341000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2046","70109.341000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2047","70123.051000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2048","70110.900000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2049","70109.341000"
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel","2050","70109.341000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2005","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2006","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2007","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2008","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2009","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2010","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2011","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2012","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2013","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2014","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2015","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2016","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2017","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2018","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2019","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2020","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2021","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2022","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2023","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2024","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2025","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2026","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2027","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2028","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2029","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2030","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2031","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2032","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2033","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2034","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2035","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2036","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2037","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2038","0.000000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2039","267.904000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2040","123.820000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2041","290.939000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2042","549.209000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2043","972.948000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2044","836.816000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2045","1473.692000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2046","2124.963000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2047","2676.224000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2048","2873.834000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2049","4153.418000"
"Canada Net-zero","British Columbia","Hydrogen","Primary Fuel","2050","5128.666000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2005","2089.002000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2006","2089.002000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2007","2089.002000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2008","2089.002000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2009","2089.002000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2010","2089.002000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2011","3214.862000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2012","2557.922000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2013","1520.026000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2014","1689.203000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2015","1768.076000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2016","1872.050000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2017","3761.414000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2018","2122.265000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2019","2948.596000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2020","1740.580000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2021","2308.064000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2022","1811.388000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2023","1519.286000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2024","2480.278000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2025","2450.389000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2026","1687.722000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2027","1099.988000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2028","2088.262000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2029","2029.141000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2030","1564.692000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2031","577.040000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2032","321.314000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2033","270.190000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2034","322.422000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2035","406.681000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2036","330.802000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2037","390.870000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2038","431.700000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2039","450.250000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2040","345.495000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2041","460.597000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2042","502.101000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2043","531.722000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2044","502.611000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2045","596.841000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2046","664.215000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2047","688.282000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2048","715.705000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2049","746.946000"
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel","2050","297.419000"
"Canada Net-zero","British Columbia","Oil","Primary Fuel","2005","107.104000"
"Canada Net-zero","British Columbia","Oil","Primary Fuel","2006","107.104000"
"Canada Net-zero","British Columbia","Oil","Primary Fuel","2007","107.104000"
